"author_id","first_name","middle_name","last_name"
761,"Narasimha",NULL,"Karumanchi"
762,"Elias",NULL,"Bachaalany"
763,"Adam",NULL,"Chlipala"
764,"Jamie",NULL,"Allen"
765,"Ellen",NULL,"Siever"
766,"Don",NULL,"Widrig"
767,"Laurence",NULL,"Abbott"
768,"Hung",NULL,"Nguyen"
769,"Alvaro",NULL,"Videla"
770,"Nikhil",NULL,"Buduma"
771,"LuÃ­s",NULL,"Rodrigues"
772,"Stephen",NULL,"Schanuel"
773,"Kim",NULL,"Zetter"
774,"Raoul-Gabriel",NULL,"Urma"
775,"Remzi",NULL,"Arpaci-Dusseau"
776,"Linda",NULL,"Liukas"
777,"Mukesh",NULL,"Singhal"
778,"Ron",NULL,"Sigal"
779,"Paul",NULL,"Hudak"
780,"Jonathan",NULL,"Rosenberg"
781,"Duane",NULL,"Bibby"
782,"Ajay",NULL,"Agrawal"
783,"Brendan",NULL,"Gregg"
784,"Trevor",NULL,"Foucher"
785,"Steven",NULL,"Bird"
786,"Jimmy",NULL,"Nilsson"
787,"David",NULL,"Herman"
788,"Aaron",NULL,"Hillegass"
789,"Edward",NULL,"Reingold"
790,"Tom",NULL,"White"
791,"Christopher",NULL,"Bishop"
792,"Cathy",NULL,"Lazere"
793,"Mark",NULL,"Chu-Carroll"
794,"Gerard",NULL,"Tel"
795,"Jeffrey",NULL,"Zeldman"
796,"James",NULL,"Grenning"
797,"Antonio",NULL,"Goncalves"
798,"György","E.","Révész"
799,"Robert",NULL,"Reimann"
800,"Tom",NULL,"Poppendieck"
801,"William",NULL,"Poundstone"
802,"George",NULL,"Reese"
803,"Susannah",NULL,"Pfalzer"
804,"Chris",NULL,"Sims"
805,"Mark",NULL,"Sobell"
806,"Philipp",NULL,"Janert"
807,"Nicolai",NULL,"Josuttis"
808,"Michael",NULL,"Huth"
809,"Jonathan",NULL,"Seldin"
810,"William",NULL,"Couie"
811,"Dave",NULL,"Shreiner"
812,"Gabriella",NULL,"Coleman"
813,"Douglas",NULL,"Comer"
814,"Indra",NULL,"Widjaja"
815,"Albert",NULL,"Woodhull"
816,"Daniel",NULL,"Brolund"
817,"Jeremy",NULL,"Kun"
818,"Curtis",NULL,"Rose"
819,"Vijay",NULL,"Vazirani"
820,"Leonard",NULL,"Richardson"
821,"Mitchell",NULL,"Wand"
822,"Jonas",NULL,"BonA©r"
823,"Judea",NULL,"Pearl"
824,"Richard","Jr.","Wright"
825,"Jeff",NULL,"Sutherland"
826,"Scott",NULL,"McCartney"
827,"Mikko",NULL,"Lipasti"
828,"George",NULL,"Varghese"
829,"Alessandro",NULL,"Rubini"
830,"Behrouz",NULL,"Forouzan"
831,"Marc",NULL,"Loy"
832,"Micheline",NULL,"Kamber"
833,"Jamis",NULL,"Buck"
834,"John",NULL,"Carlin"
835,"John",NULL,"Lions"
836,"Ivar",NULL,"Jacobson"
837,"Ben",NULL,"Clark"
838,"Joseph",NULL,"Weizenbaum"
839,"John",NULL,"Resig"
840,"Stephen",NULL,"Huston"
841,"Simon",NULL,"Collison"
842,"Bill",NULL,"Phillips"
843,"Jake",NULL,"Vanderplas"
844,"David",NULL,"Black"
845,"Hans",NULL,"Rohnert"
846,"Arthur",NULL,"Riel"
847,"Doug",NULL,"Brown"
848,"James",NULL,"Newman"
849,"David",NULL,"Harris"
850,"Swaroop",NULL,"C.H."
851,"Hsuan-Tien",NULL,"Lin"
852,"Dana",NULL,"Mackenzie"
853,"Ray",NULL,"Kurzweil"
854,"Walter",NULL,"Isaacson"
855,"Brian",NULL,"Okken"
856,"Donald",NULL,"Knuth"
857,"Ben",NULL,"Forta"
858,"Hannah",NULL,"Fry"
859,"Philip",NULL,"Klein"
860,"Sanjoy",NULL,"Dasgupta"
861,"Walter",NULL,"Savitch"
862,"Uwe",NULL,"Schöning"
863,"J.",NULL,"Scott"
864,"George",NULL,"Neville-Neil"
865,"Leon",NULL,"Breedt"
866,"Donald",NULL,"Norman"
867,"David",NULL,"McFarland"
868,"Conrad",NULL,"Barski"
869,"Nathaniel",NULL,"Popper"
870,"Martin",NULL,"Logan"
871,"Randall",NULL,"Hyde"
872,"Raymond",NULL,"Chen"
873,"Emil",NULL,"Eifrem"
874,"Kevin",NULL,"Murphy"
875,"A.E.",NULL,"Eiben"
876,"Andreas",NULL,"Antonopoulos"
877,"Dan",NULL,"Pilone"
878,"George",NULL,"Luger"
879,"Nat",NULL,"Pryce"
880,"Mark",NULL,"Bowden"
881,"Eben",NULL,"Hewitt"
882,"Joshua",NULL,"Gay"
883,"Ryan",NULL,"Boyd"
884,"David",NULL,"Solomon"
885,"Alistair",NULL,"Cockburn"
886,"Melanie",NULL,"Mitchell"
887,"Sam",NULL,"Ruby"
888,"B.",NULL,"Copeland"
889,"Clifford",NULL,"Stoll"
890,"Paul",NULL,"Butcher"
891,"Roger",NULL,"Penrose"
892,"Alberto",NULL,"Leon-Garcia"
893,"Thomas",NULL,"Sudkamp"
894,"Gary",NULL,"Flake"
895,"Aurélien",NULL,"Géron"
896,"Susanne",NULL,"Teschl"
897,"Jacob",NULL,"Kaplan-Moss"
898,"Robert",NULL,"Sedgewick"
899,"Tobias",NULL,"Klein"
900,"Rob",NULL,"Goodman"
901,"Jamie",NULL,"Bartlett"
902,"Nicholas",NULL,"Carr"
903,"Steve",NULL,"Wozniak"
904,"Michael",NULL,"Dawson"
905,"J.E.",NULL,"Smith"
906,"Grant",NULL,"Ingersoll"
907,"David",NULL,"Anderson"
908,"Thomas",NULL,"Limoncelli"
909,"Peter",NULL,"Kogge"
910,"Zvonko",NULL,"Vranesic"
911,"Luis",NULL,"Coelho"
912,"Cameron",NULL,"Newham"
913,"Zbigniew",NULL,"Michalewicz"
914,"T.J.",NULL,"OConnor"
915,"Vipin",NULL,"Kumar"
916,"Kristina",NULL,"Chodorow"
917,"Ceriel",NULL,"Jacobs"
918,"Casey",NULL,"Reas"
919,"Mirco",NULL,"Mannucci"
920,"Adnan",NULL,"Aziz"
921,"Luke",NULL,"Muehlhauser"
922,"Daniel",NULL,"Dennett"
923,"Frank",NULL,"Mittelbach"
924,"Marjorie",NULL,"Sayer"
925,"Jeff",NULL,"Carollo"
926,"Kenneth",NULL,"Cukier"
927,"A.K.",NULL,"Dewdney"
928,"Helen",NULL,"Gaines"
929,"Audrey",NULL,"Greenfeld"
930,"M.",NULL,"Mano"
931,"Keith",NULL,"Cooper"
932,"Simon",NULL,"Thompson"
933,"Greg",NULL,"Gagne"
934,"Per",NULL,"Hansen"
935,"Paul",NULL,"Wilson"
936,"Otfried",NULL,"Schwarzkopf"
937,"Nathan",NULL,"Torkington"
938,"David",NULL,"Vise"
939,"Jeremy",NULL,"Zawodny"
940,"Paul",NULL,"Horowitz"
941,"Douglas",NULL,"Rushkoff"
942,"David",NULL,"Christiansen"
943,"Joe",NULL,"Celko"
944,"Samuel","III","Harbison"
945,"Michael",NULL,"Tilson"
946,"John",NULL,"Heasman"
947,"Yaser",NULL,"Abu-Mostafa"
948,"Eric",NULL,"Haines"
949,"Paul",NULL,"Vitányi"
950,"Noam",NULL,"Nisan"
951,"Mark",NULL,"Summerfield"
952,"Evi",NULL,"Nemeth"
953,"Adewale",NULL,"Oshineye"
954,"John",NULL,"Markoff"
955,"Zach",NULL,"Dennis"
956,"Matthias",NULL,"Felleisen"
957,"Ola",NULL,"Ellnestam"
958,"Peter",NULL,"Harrington"
959,"Aaron",NULL,"Weber"
960,"Anil",NULL,"Madhavapeddy"
961,"Bob",NULL,"Baxley"
963,"Kyle",NULL,"Simpson"
964,"David",NULL,"Rogers"
965,"Jürgen",NULL,"Holdorf"
966,"Warren",NULL,"Weaver"
967,"Ian",NULL,"Goodfellow"
968,"Hillary",NULL,"Johnson"
969,"Barbara",NULL,"Moo"
970,"Justin",NULL,"Seitz"
971,"Eric",NULL,"Raymond"
972,"Edward",NULL,"Yourdon"
973,"Mark",NULL,"Seemann"
974,"Bobbi",NULL,"Young"
975,"Jim",NULL,"Conallen"
976,"Edwin",NULL,"Brady"
977,"Steve",NULL,"Krug"
978,"Jonathan",NULL,"Rasmusson"
979,"Russ",NULL,"Olsen"
980,"Paul",NULL,"Vigna"
981,"Kelsey",NULL,"Hightower"
982,"Caroline",NULL,"Jarrett"
983,"Keith",NULL,"Frankish"
984,"Joseph",NULL,"Albahari"
985,"Allen",NULL,"Downey"
987,"Peter",NULL,"Seibel"
988,"Peter",NULL,"Norvig"
989,"David",NULL,"Flanagan"
990,"April",NULL,"Chu"
991,"Marshall",NULL,"McKusick"
992,"Rick",NULL,"Kazman"
993,"Cynthia",NULL,"Andres"
994,"Francesco",NULL,"Cesarini"
995,"Pavel",NULL,"Pevzner"
996,"Andrew",NULL,"Koenig"
997,"Anshu",NULL,"Aggarwal"
998,"Krzysztof",NULL,"Cwalina"
999,"John",NULL,"Pierce"
1000,"Alexander",NULL,"Stepanov"
1001,"Blake",NULL,"Masters"
1002,"Stephen",NULL,"Prata"
1003,"Thomas",NULL,"Cormen"
1004,"Joshua",NULL,"Kerievsky"
1005,"Niall",NULL,"Murphy"
1006,"Patrick",NULL,"Niemeyer"
1007,"Udi",NULL,"Manber"
1008,"Tom",NULL,"Stuart"
1009,"Kate",NULL,"Thompson"
1010,"Joshua",NULL,"Gans"
1011,"Paolo",NULL,"Perrotta"
1012,"David",NULL,"Horn"
1013,"Lex",NULL,"Spoon"
1014,"Henry",NULL,"Korth"
1015,"Bill",NULL,"Wagner"
1016,"Matt",NULL,"Carter"
1017,"Philip",NULL,"Wadler"
1018,"Pete",NULL,"McBreen"
1019,"Paul",NULL,"Graham"
1020,"Dave",NULL,"Hoover"
1021,"Robert",NULL,"Cringely"
1022,"Stephen",NULL,"Davis"
1023,"Kurt",NULL,"Beyer"
1024,"Christian",NULL,"Rudder"
1025,"Randal",NULL,"Schwartz"
1026,"Alan",NULL,"Beaulieu"
1027,"Jamie",NULL,"Taylor"
1028,"Bill",NULL,"Rosenblatt"
1029,"David",NULL,"West"
1030,"Ben",NULL,"Whaley"
1031,"Donald",NULL,"Stewart"
1032,"Christopher",NULL,"Date"
1033,"Ã‰va",NULL,"Tardos"
1034,"Tadayoshi",NULL,"Kohno"
1035,"George",NULL,"Coulouris"
1036,"Gary",NULL,"Gregory"
1037,"Cricket",NULL,"Liu"
1038,"Elizabeth",NULL,"Castro"
1039,"Jay",NULL,"Wengrow"
1040,"Dave",NULL,"Thomas"
1041,"Murray",NULL,"Silverstein"
1042,"Scott",NULL,"Oaks"
1043,"Apostolos",NULL,"Doxiadis"
1044,"Peter","Linden","der"
1045,"Robin",NULL,"Williams"
1046,"Saul",NULL,"Teukolsky"
1047,"Anand",NULL,"Rajaraman"
1048,"Daniel",NULL,"Bovet"
1049,"Kevin",NULL,"Goldberg"
1050,"Mark",NULL,"Masse"
1051,"Andrew",NULL,"Troelsen"
1052,"William",NULL,"Aspray"
1053,"Adam",NULL,"Shook"
1054,"Ryan",NULL,"Mitchell"
1055,"Christian",NULL,"Cachin"
1056,"Avi",NULL,"Goldfarb"
1057,"Max",NULL,"Kanat-Alexander"
1058,"Noson",NULL,"Yanofsky"
1059,"Elbert",NULL,"Hannah"
1060,"Bill",NULL,"Venners"
1061,"Rafael",NULL,"Gonzalez"
1062,"Eric",NULL,"Bonabeau"
1063,"Richard",NULL,"Trudeau"
1064,"Ananth",NULL,"Grama"
1065,"Robert",NULL,"Daigneau"
1066,"A†leen",NULL,"Frisch"
1067,"Adam",NULL,"Drozdek"
1068,"Alfred",NULL,"Menezes"
1069,"Hal",NULL,"Stern"
1070,"P.W.",NULL,"Singer"
1071,"Shoko",NULL,"Azuma"
1072,"Malik",NULL,"Magdon-Ismail"
1073,"Daniel",NULL,"Greenfeld"
1074,"Kurt",NULL,"Mehlhorn"
1075,"Kevin",NULL,"Leyton-Brown"
1076,"Scott",NULL,"Page"
1077,"Brian",NULL,"Christian"
1078,"John",NULL,"Neumann"
1079,"Jane",NULL,"Margolis"
1080,"Adrian",NULL,"Kaehler"
1081,"Allen",NULL,"Harper"
1082,"Steven",NULL,"Muchnick"
1083,"Herbert",NULL,"Simon"
1084,"Stuart",NULL,"Halloway"
1085,"Ken",NULL,"Arnold"
1086,"Joseph",NULL,"Hellerstein"
1087,"Rob",NULL,"Conery"
1088,"Gerard",NULL,"Meszaros"
1089,"Kritina",NULL,"Holden"
1090,"Niels",NULL,"Ferguson"
1091,"Annie",NULL,"Donna"
1092,"Jim",NULL,"Gray"
1093,"Oleg",NULL,"Kiselyov"
1094,"Ian",NULL,"Wienand"
1095,"Trevor",NULL,"Burnham"
1096,"Josh",NULL,"Patterson"
1097,"Amy",NULL,"Langville"
1098,"C.A.R.",NULL,"Hoare"
1099,"Susanna",NULL,"Epp"
1100,"Rina",NULL,"Dechter"
1101,"Eric",NULL,"Sink"
1102,"Carlos",NULL,"Varela"
1103,"Lawrie",NULL,"Brown"
1104,"Jonathan",NULL,"Corbet"
1105,"Andrew",NULL,"Rudoff"
1106,"James",NULL,"Gosling"
1107,"Steve",NULL,"Maguire"
1108,"Michael",NULL,"Howard"
1109,"Audrey",NULL,"Roy"
1110,"David",NULL,"Easley"
1112,"Jean",NULL,"Dollimore"
1113,"James",NULL,"Sanger"
1114,"Gerald",NULL,"Teschl"
1115,"Eric",NULL,"Merritt"
1116,"Damian",NULL,"Conway"
1117,"Roy",NULL,"Osherove"
1118,"Randy",NULL,"Pausch"
1119,"Scott",NULL,"Millett"
1120,"Hays","McCormick","Skip"
1121,"Jack",NULL,"Koziol"
1122,"John",NULL,"Allspaw"
1123,"Jonathan",NULL,"Bartlett"
1124,"Eli",NULL,"Bressert"
1125,"Julia",NULL,"Lobur"
1126,"David",NULL,"Fogel"
1127,"Dafydd",NULL,"Stuttard"
1128,"Jason",NULL,"Arbon"
1129,"Thomas",NULL,"Fuchs"
1130,"Charlie",NULL,"Hunt"
1131,"Patrik",NULL,"Jonsson"
1132,"Benjamin",NULL,"Pierce"
1133,"Sanjeev",NULL,"Arora"
1134,"Noah",NULL,"Suojanen"
1135,"Jeffrey",NULL,"Hicks"
1136,"Brian",NULL,"Macnamee"
1137,"Ada",NULL,"Lovelace"
1138,"Ehud",NULL,"Shapiro"
1139,"Jim",NULL,"Webber"
1140,"Josée",NULL,"Lajoie"
1141,"Scott",NULL,"Granneman"
1142,"Clinton",NULL,"Gormley"
1143,"David",NULL,"Kadavy"
1144,"James",NULL,"Broad"
1145,"Bryan",NULL,"Basham"
1146,"Yehuda",NULL,"Lindell"
1147,"Richard",NULL,"Stones"
1148,"Len",NULL,"Bass"
1149,"Leon",NULL,"Sterling"
1150,"Stephen",NULL,"Brown"
1151,"Max",NULL,"Kuhn"
1152,"Jim",NULL,"Ottaviani"
1153,"Nick",NULL,"Bilton"
1154,"Jesse",NULL,"Storimer"
1155,"Leslie",NULL,"Valiant"
1156,"Robert",NULL,"Love"
1157,"Robert",NULL,"Lafore"
1158,"Michael",NULL,"Heath"
1159,"D.S.",NULL,"Malik"
1160,"Richard",NULL,"Carlsson"
1161,"Raphaël",NULL,"Hertzog"
1162,"Haralambos",NULL,"Marmanis"
1163,"John",NULL,"Miller"
1164,"Hubert",NULL,"Dreyfus"
1165,"Michael",NULL,"Sikorski"
1166,"Erik",NULL,"Brynjolfsson"
1167,"Ramez",NULL,"Elmasri"
1168,"Erik",NULL,"Buck"
1169,"Ron",NULL,"Patton"
1170,"Brian",NULL,"Kernighan"
1171,"Dmitry",NULL,"Babenko"
1172,"Yves",NULL,"Bertot"
1173,"37",NULL,"Signals"
1174,"Dustin",NULL,"Boswell"
1175,"Bertrand",NULL,"Meyer"
1176,"Stephen",NULL,"Mann"
1177,"David",NULL,"Hansson"
1178,"Brian",NULL,"Hardy"
1179,"Sandra",NULL,"Blakeslee"
1180,"Mason",NULL,"Woo"
1181,"Rod",NULL,"Stephens"
1182,"Andrew",NULL,"Bruce"
1183,"Martin",NULL,"Campbell-Kelly"
1184,"James",NULL,"Elliott"
1185,"J.",NULL,"Hindley"
1186,"Michael",NULL,"Engle"
1187,"Kenneth",NULL,"Louden"
1188,"Mig",NULL,"Greengard"
1189,"Richard",NULL,"Jones"
1190,"Alex",NULL,"Tapscott"
1191,"Frank",NULL,"Pasquale"
1192,"Gene",NULL,"Spafford"
1193,"Raymond",NULL,"Smullyan"
1194,"Christopher",NULL,"Allen"
1195,"Julie",NULL,"Moronuki"
1196,"Craig",NULL,"Walls"
1197,"Bruce",NULL,"Schneier"
1198,"Caleb",NULL,"Doxsey"
1199,"John",NULL,"Vlissides"
1200,"Dave",NULL,"Astels"
1201,"Reshma",NULL,"Saujani"
1202,"Noam",NULL,"Nison"
1203,"Drew",NULL,"Conway"
1204,"James",NULL,"Martin"
1205,"Maurice",NULL,"Bach"
1206,"Stephen",NULL,"Marsland"
1207,"Andy",NULL,"Terrel"
1208,"Joe",NULL,"Kutner"
1209,"Brian",NULL,"Jones"
1210,"Andrew",NULL,"Davison"
1211,"Nachum",NULL,"Dershowitz"
1212,"Matthew",NULL,"Hahn"
1213,"Mark",NULL,"Weiss"
1214,"Kevin",NULL,"Mitnick"
1215,"John",NULL,"Ousterhout"
1216,"Elisabeth",NULL,"Hendrickson"
1217,"Wesley",NULL,"Chun"
1218,"Tim",NULL,"Wu"
1219,"Ian",NULL,"Robinson"
1220,"Gigi",NULL,"Estabrook"
1221,"Andy",NULL,"Hunt"
1222,"Alexandre",NULL,"Gazet"
1223,"James",NULL,"Barrat"
1224,"Joel",NULL,"Grus"
1225,"Doug",NULL,"Hellmann"
1226,"Jonathan",NULL,"Knudsen"
1227,"Patricia",NULL,"Churchland"
1228,"David",NULL,"Ascher"
1229,"Antonio",NULL,"MartAfÂ­nez"
1230,"Michael",NULL,"Fogus"
1231,"Richard",NULL,"Szeliski"
1232,"Michael",NULL,"Casey"
1233,"Ben",NULL,"Fry"
1234,"David",NULL,"Kushner"
1235,"Daniel",NULL,"Fontijne"
1236,"Ole-Johan",NULL,"Dahl"
1237,"Ben",NULL,"Klemens"
1238,"V.",NULL,"Hamacher"
1239,"Patrick",NULL,"Engebretson"
1240,"Alex",NULL,"Martelli"
1241,"Scott",NULL,"Meyers"
1242,"Justin",NULL,"Zobel"
1243,"Thomas",NULL,"Morton"
1244,"Douglas",NULL,"West"
1245,"Jill",NULL,"Butler"
1246,"Marvin",NULL,"Minsky"
1247,"Savas",NULL,"Parastatidis"
1248,"John",NULL,"Goerzen"
1249,"Donald",NULL,"Reinertsen"
1250,"Aaron",NULL,"Gustafson"
1251,"Winfield",NULL,"Hill"
1252,"Aslak",NULL,"Hellesoy"
1253,"Tim",NULL,"OReilly"
1254,"John",NULL,"Guttag"
1255,"Isaac",NULL,"Chuang"
1256,"Robin",NULL,"Milner"
1257,"Pekka",NULL,"Himanen"
1258,"Vitalik",NULL,"Buterin"
1259,"Nathan",NULL,"Yau"
1260,"Michael",NULL,"Wittig"
1261,"Craig",NULL,"Hunt"
1262,"Michael",NULL,"Morrison"
1263,"David",NULL,"Rensin"
1264,"Christian",NULL,"Queinnec"
1265,"Rachel",NULL,"Schutt"
1266,"Brett",NULL,"Slatkin"
1267,"Yedidyah",NULL,"Langsam"
1268,"Donald",NULL,"Miner"
1269,"Daniel",NULL,"Friedman"
1270,"David",NULL,"Agans"
1271,"Thomas",NULL,"Cover"
1272,"Cristopher",NULL,"Moore"
1273,"Jeremy",NULL,"Keith"
1274,"Richard",NULL,"Duda"
1275,"Jay",NULL,"Fields"
1276,"Joel",NULL,"Spolsky"
1277,"John",NULL,"Levine"
1278,"Bill",NULL,"Kennedy"
1279,"Steven",NULL,"Levy"
1280,"David",NULL,"Diamond"
1281,"Glynn",NULL,"Winskel"
1282,"Gary",NULL,"Cornell"
1283,"W.",NULL,"Stevens"
1284,"Aaron",NULL,"Walters"
1285,"Peter",NULL,"Shirley"
1286,"Shriram",NULL,"Krishnamurthi"
1287,"Alan",NULL,"Shalloway"
1288,"Sarah",NULL,"Harris"
1289,"Karim",NULL,"Yaghmour"
1290,"Al",NULL,"Sweigart"
1291,"Debasish",NULL,"Ghosh"
1292,"William",NULL,"Mougayar"
1293,"Stephane",NULL,"Faroult"
1294,"Brett",NULL,"Lantz"
1295,"Michael",NULL,"Goodrich"
1296,"Eric",NULL,"Schmidt"
1297,"Raimondo",NULL,"Pictet"
1298,"Brian",NULL,"Ward"
1299,"Peter",NULL,"Denning"
1300,"Vint",NULL,"Cert"
1301,"Peter",NULL,"Abel"
1302,"Cory",NULL,"Doctorow"
1303,"Matei",NULL,"Zaharia"
1305,"Elisabeth",NULL,"Robson"
1306,"Sean",NULL,"Kane"
1307,"Eric",NULL,"Lehman"
1308,"Al",NULL,"Kelley"
1309,"John",NULL,"Gall"
1310,"Yaron",NULL,"Minsky"
1311,"Glyn",NULL,"Moody"
1312,"Jon",NULL,"Stokes"
1313,"Joel",NULL,"Scambray"
1314,"Eric",NULL,"Freeman"
1315,"Ken",NULL,"Thompson"
1316,"John",NULL,"Lakos"
1317,"Andrew",NULL,"Huang"
1319,"Paul",NULL,"McJones"
1320,"Ewan",NULL,"Klein"
1321,"Artur",NULL,"Ejsmont"
1322,"Hans","Baeyer","Von"
1323,"Joy",NULL,"Beatty"
1324,"William",NULL,"Stallings"
1325,"Satnam",NULL,"Alag"
1327,"George",NULL,"Fairbanks"
1328,"Linda",NULL,"Lamb"
1329,"Ian",NULL,"Millington"
1330,"Andy",NULL,"Budd"
1331,"Stephen",NULL,"Kochan"
1332,"Yukihiro",NULL,"Matsumoto"
1333,"Bobby",NULL,"Woolf"
1334,"Guy","Jr.","Steele"
1335,"Leland",NULL,"Wilkinson"
1336,"Parmy",NULL,"Olson"
1337,"Bartosz",NULL,"Milewski"
1338,"Jerry",NULL,"Peek"
1339,"Peter",NULL,"Galvin"
1340,"Doug",NULL,"Lea"
1341,"David",NULL,"Simon"
1342,"Arvind",NULL,"Narayanan"
1343,"Edward",NULL,"Felten"
1344,"Elaine",NULL,"Weyuker"
1345,"Martin",NULL,"Erwig"
1346,"Michael",NULL,"Hiltzik"
1347,"Johannes",NULL,"Gehrke"
1348,"Carl",NULL,"Gunter"
1349,"Pat",NULL,"Shaughnessy"
1350,"Michal",NULL,"Zalewski"
1351,"Alan","Donovan","A."
1352,"Joanne",NULL,"Molesky"
1353,"William",NULL,"Vetterling"
1354,"Kathy",NULL,"Sierra"
1355,"Esther",NULL,"Derby"
1356,"Jeffrey",NULL,"Ulman"
1357,"Hartmut",NULL,"Bohnacker"
1358,"Cem",NULL,"Kaner"
1359,"Jonathan",NULL,"Gennick"
1360,"Cole",NULL,"Knaflic"
1361,"Michael",NULL,"Nygard"
1362,"Umesh",NULL,"Vazirani"
1363,"G.",NULL,"Zachary"
1364,"Nigel",NULL,"Cutland"
1365,"Joe",NULL,"Beda"
1366,"Glenford",NULL,"Myers"
1367,"Eric",NULL,"Roberts"
1368,"Gabe",NULL,"Zichermann"
1369,"John",NULL,"McDonald"
1370,"Peter",NULL,"Rob"
1371,"Steve",NULL,"McConnell"
1372,"Steven",NULL,"Goldfeder"
1373,"Mark",NULL,"Fenoglio"
1374,"Max",NULL,"Tegmark"
1375,"Laurie",NULL,"Wallmark"
1376,"Colleen",NULL,"Gorman"
1377,"Bear",NULL,"Bibeault"
1378,"Nicholas",NULL,"Zakas"
1379,"Herbert",NULL,"Mattord"
1380,"Bernd",NULL,"Bruegge"
1381,"Don",NULL,"Tapscott"
1382,"Jason",NULL,"Brownlee"
1383,"Anthony",NULL,"Hey"
1384,"Jiawei",NULL,"Han"
1385,"Andreas",NULL,"Schwarz"
1386,"Jennifer",NULL,"Widom"
1387,"Larry",NULL,"Wall"
1388,"Seth",NULL,"Lloyd"
